mode,a,b,op,true_result,pred_result,correct,sign_correct,thousands_correct,hundreds_correct,tens_correct,units_correct,has_carry_or_borrow,n_carries_or_borrows,operand_length
forward,266,346,+,612,612,True,True,True,True,True,True,True,2,3
forward,898,581,-,317,317,True,True,True,True,True,True,False,0,3
forward,870,24,+,894,894,True,True,True,True,True,True,False,0,3
forward,684,279,+,963,963,True,True,True,True,True,True,True,2,3
forward,9,170,+,179,189,False,True,True,True,False,True,False,0,3
forward,838,842,-,-4,-5,False,True,True,True,True,False,False,0,3
forward,836,768,-,68,68,True,True,True,True,True,True,True,1,3
forward,856,830,-,26,26,True,True,True,True,True,True,False,0,3
forward,845,521,+,1366,1366,True,True,True,True,True,True,True,1,3
forward,627,245,-,382,382,True,True,True,True,True,True,True,1,3
forward,771,674,+,1445,1445,True,True,True,True,True,True,True,2,3
forward,759,620,+,1379,1379,True,True,True,True,True,True,True,1,3
forward,75,398,-,-323,-323,True,True,True,True,True,True,True,2,3
forward,874,374,+,1248,1248,True,True,True,True,True,True,True,2,3
forward,31,26,-,5,6,False,True,True,True,True,False,False,0,2
forward,672,186,+,858,858,True,True,True,True,True,True,True,1,3
forward,713,177,-,536,536,True,True,True,True,True,True,True,2,3
forward,391,812,-,-421,-421,True,True,True,True,True,True,True,1,3
forward,27,66,+,93,93,True,True,True,True,True,True,True,1,2
forward,97,267,+,364,364,True,True,True,True,True,True,True,2,3
forward,745,557,+,1302,1302,True,True,True,True,True,True,True,3,3
forward,151,120,+,271,271,True,True,True,True,True,True,False,0,3
forward,243,160,-,83,83,True,True,True,True,True,True,True,1,3
forward,640,4,+,644,644,True,True,True,True,True,True,False,0,3
forward,89,708,-,-619,-619,True,True,True,True,True,True,False,0,3
forward,142,5,+,147,147,True,True,True,True,True,True,False,0,3
forward,683,260,-,423,423,True,True,True,True,True,True,False,0,3
forward,444,809,-,-365,-364,False,True,True,True,True,False,True,1,3
forward,306,136,-,170,170,True,True,True,True,True,True,True,1,3
forward,948,314,+,1262,1262,True,True,True,True,True,True,True,2,3
forward,722,981,-,-259,-259,True,True,True,True,True,True,True,1,3
forward,710,69,-,641,641,True,True,True,True,True,True,True,2,3
forward,494,70,-,424,424,True,True,True,True,True,True,False,0,3
forward,259,366,+,625,625,True,True,True,True,True,True,True,2,3
forward,293,711,-,-418,-418,True,True,True,True,True,True,False,0,3
forward,483,770,+,1253,1253,True,True,True,True,True,True,True,2,3
forward,934,976,+,1910,1910,True,True,True,True,True,True,True,3,3
forward,836,274,+,1110,1110,True,True,True,True,True,True,True,3,3
forward,724,173,-,551,551,True,True,True,True,True,True,True,1,3
forward,748,931,+,1679,1679,True,True,True,True,True,True,True,1,3
forward,61,243,-,-182,-182,True,True,True,True,True,True,True,1,3
forward,356,263,-,93,93,True,True,True,True,True,True,True,1,3
forward,848,127,-,721,721,True,True,True,True,True,True,False,0,3
forward,614,354,-,260,260,True,True,True,True,True,True,True,1,3
forward,726,636,+,1362,1362,True,True,True,True,True,True,True,2,3
forward,506,381,+,887,887,True,True,True,True,True,True,False,0,3
forward,70,978,-,-908,-908,True,True,True,True,True,True,True,2,3
forward,648,263,-,385,385,True,True,True,True,True,True,True,1,3
forward,269,604,-,-335,-335,True,True,True,True,True,True,False,0,3
forward,656,598,+,1254,1254,True,True,True,True,True,True,True,3,3
forward,296,289,-,7,3,False,True,True,True,True,False,False,0,3
forward,424,220,+,644,644,True,True,True,True,True,True,False,0,3
forward,343,132,-,211,211,True,True,True,True,True,True,False,0,3
forward,124,312,+,436,436,True,True,True,True,True,True,False,0,3
forward,295,434,+,729,729,True,True,True,True,True,True,True,1,3
forward,455,321,+,776,776,True,True,True,True,True,True,False,0,3
forward,254,806,-,-552,-552,True,True,True,True,True,True,True,1,3
forward,619,769,+,1388,1388,True,True,True,True,True,True,True,2,3
forward,996,129,+,1125,1125,True,True,True,True,True,True,True,3,3
forward,756,507,-,249,249,True,True,True,True,True,True,True,1,3
forward,122,616,+,738,738,True,True,True,True,True,True,False,0,3
forward,646,352,+,998,998,True,True,True,True,True,True,False,0,3
forward,826,371,+,1197,1197,True,True,True,True,True,True,True,1,3
forward,167,812,-,-645,-645,True,True,True,True,True,True,False,0,3
forward,119,217,+,336,336,True,True,True,True,True,True,True,1,3
forward,719,946,-,-227,-227,True,True,True,True,True,True,True,1,3
forward,547,870,-,-323,-323,True,True,True,True,True,True,True,1,3
forward,229,497,+,726,726,True,True,True,True,True,True,True,2,3
forward,35,219,+,254,254,True,True,True,True,True,True,True,1,3
forward,958,173,+,1131,1131,True,True,True,True,True,True,True,3,3
forward,732,199,+,931,931,True,True,True,True,True,True,True,2,3
forward,654,42,+,696,696,True,True,True,True,True,True,False,0,3
forward,974,306,+,1280,1280,True,True,True,True,True,True,True,2,3
forward,342,288,+,630,630,True,True,True,True,True,True,True,2,3
forward,881,701,+,1582,1582,True,True,True,True,True,True,True,1,3
forward,440,474,+,914,914,True,True,True,True,True,True,True,1,3
forward,252,546,+,798,798,True,True,True,True,True,True,False,0,3
forward,282,276,-,6,3,False,True,True,True,True,False,False,0,3
forward,410,396,-,14,14,True,True,True,True,True,True,True,1,3
forward,885,627,+,1512,1512,True,True,True,True,True,True,True,3,3
forward,702,142,-,560,560,True,True,True,True,True,True,True,1,3
forward,874,985,+,1859,1859,True,True,True,True,True,True,True,2,3
forward,347,408,-,-61,-61,True,True,True,True,True,True,False,0,3
forward,592,112,+,704,704,True,True,True,True,True,True,True,1,3
forward,52,787,+,839,839,True,True,True,True,True,True,True,1,3
forward,29,251,+,280,280,True,True,True,True,True,True,True,1,3
forward,761,757,+,1518,1518,True,True,True,True,True,True,True,2,3
forward,176,767,-,-591,-591,True,True,True,True,True,True,True,1,3
forward,529,431,+,960,960,True,True,True,True,True,True,True,1,3
forward,344,513,-,-169,-169,True,True,True,True,True,True,False,0,3
forward,993,452,-,541,541,True,True,True,True,True,True,False,0,3
forward,222,874,-,-652,-652,True,True,True,True,True,True,True,2,3
forward,352,522,-,-170,-170,True,True,True,True,True,True,False,0,3
forward,981,820,+,1801,1801,True,True,True,True,True,True,True,2,3
forward,340,900,-,-560,-560,True,True,True,True,True,True,False,0,3
forward,156,120,-,36,36,True,True,True,True,True,True,False,0,3
forward,779,378,-,401,401,True,True,True,True,True,True,False,0,3
forward,996,776,+,1772,1772,True,True,True,True,True,True,True,3,3
forward,922,695,+,1617,1617,True,True,True,True,True,True,True,2,3
forward,615,239,-,376,376,True,True,True,True,True,True,True,2,3
forward,592,763,+,1355,1355,True,True,True,True,True,True,True,2,3
forward,474,135,+,609,609,True,True,True,True,True,True,True,1,3
forward,682,598,+,1280,1280,True,True,True,True,True,True,True,3,3
forward,489,266,-,223,223,True,True,True,True,True,True,False,0,3
forward,907,477,+,1384,1384,True,True,True,True,True,True,True,2,3
forward,789,438,-,351,351,True,True,True,True,True,True,False,0,3
forward,504,819,-,-315,-315,True,True,True,True,True,True,True,2,3
forward,705,511,+,1216,1216,True,True,True,True,True,True,True,1,3
forward,415,61,+,476,476,True,True,True,True,True,True,False,0,3
forward,625,653,-,-28,-28,True,True,True,True,True,True,True,1,3
forward,51,196,-,-145,-145,True,True,True,True,True,True,True,2,3
forward,77,712,-,-635,-635,True,True,True,True,True,True,False,0,3
forward,921,357,-,564,564,True,True,True,True,True,True,True,2,3
forward,635,993,+,1628,1628,True,True,True,True,True,True,True,2,3
forward,531,912,-,-381,-381,True,True,True,True,True,True,True,1,3
forward,71,703,+,774,774,True,True,True,True,True,True,False,0,3
forward,714,908,-,-194,-194,True,True,True,True,True,True,True,1,3
forward,348,5,-,343,343,True,True,True,True,True,True,False,0,3
forward,544,406,+,950,950,True,True,True,True,True,True,True,1,3
forward,882,406,-,476,476,True,True,True,True,True,True,True,1,3
forward,679,712,-,-33,-33,True,True,True,True,True,True,False,0,3
forward,119,2,-,117,117,True,True,True,True,True,True,False,0,3
forward,865,958,-,-93,-93,True,True,True,True,True,True,False,0,3
forward,210,171,+,381,381,True,True,True,True,True,True,False,0,3
forward,983,185,+,1168,1168,True,True,True,True,True,True,True,2,3
forward,816,521,+,1337,1337,True,True,True,True,True,True,True,1,3
forward,266,0,+,266,266,True,True,True,True,True,True,False,0,3
forward,459,225,+,684,684,True,True,True,True,True,True,True,1,3
forward,884,576,+,1460,1460,True,True,True,True,True,True,True,3,3
forward,71,359,+,430,430,True,True,True,True,True,True,True,2,3
forward,320,971,+,1291,1291,True,True,True,True,True,True,True,1,3
forward,311,50,-,261,261,True,True,True,True,True,True,True,1,3
forward,767,105,+,872,872,True,True,True,True,True,True,True,1,3
forward,288,354,-,-66,-66,True,True,True,True,True,True,False,0,3
forward,208,342,-,-134,-134,True,True,True,True,True,True,True,1,3
forward,193,441,-,-248,-248,True,True,True,True,True,True,False,0,3
forward,190,493,+,683,683,True,True,True,True,True,True,True,1,3
forward,341,464,-,-123,-123,True,True,True,True,True,True,True,2,3
forward,201,441,-,-240,-230,False,True,True,True,False,True,True,1,3
forward,817,117,-,700,700,True,True,True,True,True,True,False,0,3
forward,943,366,+,1309,1309,True,True,True,True,True,True,True,2,3
forward,675,518,+,1193,1193,True,True,True,True,True,True,True,2,3
forward,689,861,-,-172,-172,True,True,True,True,True,True,False,0,3
forward,446,164,-,282,282,True,True,True,True,True,True,True,1,3
forward,645,186,+,831,831,True,True,True,True,True,True,True,2,3
forward,88,652,+,740,740,True,True,True,True,True,True,True,2,3
forward,713,634,-,79,89,False,True,True,True,False,True,True,1,3
forward,499,548,+,1047,1047,True,True,True,True,True,True,True,3,3
forward,94,41,+,135,135,True,True,True,True,True,True,True,1,2
forward,604,351,+,955,955,True,True,True,True,True,True,False,0,3
forward,540,41,+,581,581,True,True,True,True,True,True,False,0,3
forward,335,876,-,-541,-541,True,True,True,True,True,True,True,2,3
forward,957,906,+,1863,1863,True,True,True,True,True,True,True,2,3
forward,738,929,-,-191,-191,True,True,True,True,True,True,True,1,3
forward,41,825,-,-784,-784,True,True,True,True,True,True,True,1,3
forward,787,506,-,281,281,True,True,True,True,True,True,False,0,3
forward,116,301,-,-185,-185,True,True,True,True,True,True,False,0,3
forward,468,525,+,993,993,True,True,True,True,True,True,True,1,3
forward,959,403,-,556,556,True,True,True,True,True,True,False,0,3
forward,69,446,-,-377,-377,True,True,True,True,True,True,False,0,3
forward,164,974,-,-810,-810,True,True,True,True,True,True,True,1,3
forward,651,639,+,1290,1290,True,True,True,True,True,True,True,2,3
forward,762,549,+,1311,1311,True,True,True,True,True,True,True,3,3
forward,366,12,-,354,354,True,True,True,True,True,True,False,0,3
forward,854,70,-,784,784,True,True,True,True,True,True,True,1,3
forward,621,37,+,658,658,True,True,True,True,True,True,False,0,3
forward,390,728,+,1118,1118,True,True,True,True,True,True,True,2,3
forward,184,157,-,27,27,True,True,True,True,True,True,False,0,3
forward,640,532,+,1172,1172,True,True,True,True,True,True,True,1,3
forward,790,484,+,1274,1274,True,True,True,True,True,True,True,2,3
forward,80,655,+,735,735,True,True,True,True,True,True,True,1,3
forward,389,652,-,-263,-263,True,True,True,True,True,True,False,0,3
forward,478,327,-,151,151,True,True,True,True,True,True,False,0,3
forward,202,125,+,327,327,True,True,True,True,True,True,False,0,3
forward,325,679,+,1004,1004,True,True,True,True,True,True,True,3,3
forward,610,758,+,1368,1368,True,True,True,True,True,True,True,1,3
forward,773,940,+,1713,1713,True,True,True,True,True,True,True,2,3
forward,324,692,-,-368,-368,True,True,True,True,True,True,True,1,3
forward,441,616,-,-175,-175,True,True,True,True,True,True,True,1,3
forward,161,424,-,-263,-263,True,True,True,True,True,True,True,1,3
forward,808,496,-,312,312,True,True,True,True,True,True,True,1,3
forward,905,689,+,1594,1594,True,True,True,True,True,True,True,2,3
forward,730,660,+,1390,1390,True,True,True,True,True,True,True,1,3
forward,294,152,-,142,142,True,True,True,True,True,True,False,0,3
forward,368,317,+,685,685,True,True,True,True,True,True,True,1,3
forward,891,819,+,1710,1710,True,True,True,True,True,True,True,3,3
forward,404,112,+,516,516,True,True,True,True,True,True,False,0,3
forward,303,355,-,-52,-52,True,True,True,True,True,True,True,1,3
forward,334,709,-,-375,-375,True,True,True,True,True,True,True,1,3
forward,314,967,-,-653,-653,True,True,True,True,True,True,True,2,3
forward,810,477,+,1287,1288,False,True,True,True,True,False,True,1,3
forward,301,879,-,-578,-578,True,True,True,True,True,True,True,2,3
forward,522,548,+,1070,1070,True,True,True,True,True,True,True,2,3
forward,858,118,-,740,740,True,True,True,True,True,True,False,0,3
forward,453,316,-,137,137,True,True,True,True,True,True,True,1,3
forward,540,950,-,-410,-410,True,True,True,True,True,True,True,1,3
forward,54,115,-,-61,-61,True,True,True,True,True,True,False,0,3
forward,302,381,-,-79,-79,True,True,True,True,True,True,True,1,3
forward,735,190,-,545,545,True,True,True,True,True,True,True,1,3
forward,528,391,-,137,137,True,True,True,True,True,True,True,1,3
forward,751,573,+,1324,1324,True,True,True,True,True,True,True,2,3
forward,290,179,-,111,111,True,True,True,True,True,True,True,1,3
forward,943,628,-,315,315,True,True,True,True,True,True,True,1,3
forward,882,626,+,1508,1508,True,True,True,True,True,True,True,2,3
forward,135,991,+,1126,1126,True,True,True,True,True,True,True,2,3
forward,64,716,+,780,780,True,True,True,True,True,True,True,1,3
forward,561,669,+,1230,1230,True,True,True,True,True,True,True,3,3
forward,135,148,+,283,283,True,True,True,True,True,True,True,1,3
forward,269,982,-,-713,-713,True,True,True,True,True,True,True,1,3
forward,355,753,-,-398,-398,True,True,True,True,True,True,False,0,3
forward,791,894,+,1685,1685,True,True,True,True,True,True,True,2,3
forward,271,685,-,-414,-414,True,True,True,True,True,True,True,2,3
forward,826,922,-,-96,-96,True,True,True,True,True,True,False,0,3
forward,565,964,+,1529,1529,True,True,True,True,True,True,True,2,3
forward,672,263,+,935,935,True,True,True,True,True,True,True,1,3
forward,148,180,-,-32,-32,True,True,True,True,True,True,True,1,3
forward,767,553,-,214,214,True,True,True,True,True,True,False,0,3
forward,920,43,+,963,963,True,True,True,True,True,True,False,0,3
forward,36,92,+,128,128,True,True,True,True,True,True,True,1,2
forward,96,365,-,-269,-269,True,True,True,True,True,True,False,0,3
forward,346,35,+,381,381,True,True,True,True,True,True,True,1,3
forward,534,755,+,1289,1289,True,True,True,True,True,True,True,1,3
forward,303,892,-,-589,-589,True,True,True,True,True,True,True,1,3
forward,785,911,+,1696,1696,True,True,True,True,True,True,True,1,3
forward,513,184,+,697,697,True,True,True,True,True,True,False,0,3
forward,289,413,-,-124,-124,True,True,True,True,True,True,False,0,3
forward,397,906,+,1303,1303,True,True,True,True,True,True,True,3,3
forward,287,657,-,-370,-370,True,True,True,True,True,True,False,0,3
forward,190,88,-,102,102,True,True,True,True,True,True,True,1,3
forward,104,614,+,718,718,True,True,True,True,True,True,False,0,3
forward,366,236,-,130,130,True,True,True,True,True,True,False,0,3
forward,800,436,-,364,364,True,True,True,True,True,True,True,2,3
forward,60,92,+,152,152,True,True,True,True,True,True,True,1,2
forward,29,980,+,1009,1009,True,True,True,True,True,True,True,2,3
forward,195,738,-,-543,-543,True,True,True,True,True,True,True,1,3
forward,369,507,+,876,876,True,True,True,True,True,True,True,1,3
forward,19,75,+,94,94,True,True,True,True,True,True,True,1,2
forward,433,118,+,551,551,True,True,True,True,True,True,True,1,3
forward,364,384,-,-20,-10,False,True,True,True,False,True,True,1,3
forward,809,48,+,857,857,True,True,True,True,True,True,True,1,3
forward,526,205,+,731,731,True,True,True,True,True,True,True,1,3
forward,133,391,+,524,524,True,True,True,True,True,True,True,1,3
forward,187,882,-,-695,-695,True,True,True,True,True,True,False,0,3
forward,510,38,+,548,548,True,True,True,True,True,True,False,0,3
forward,453,354,-,99,99,True,True,True,True,True,True,False,0,3
forward,140,511,+,651,651,True,True,True,True,True,True,False,0,3
forward,564,24,+,588,588,True,True,True,True,True,True,False,0,3
forward,866,547,-,319,319,True,True,True,True,True,True,True,1,3
